"","region","year","不识字或识字很少（人）","中专程度（人）","农业机械总动力（万千瓦）","初中程度（人）","大专及大专以上（人）","小学程度（人）","旱地面积占比（%）","水田面积占比（%）","油料播种面积（千公顷）","瓜果类播种面积（千公顷）","蔬菜播种面积（千公顷）","高中程度（人）","露地圆白菜_主产品产量（千克）","露地圆白菜_人工成本（元）","露地圆白菜_土地成本（元）","露地圆白菜_平均出售价格（元）","露地圆白菜_物质与服务费用（元）","露地大白菜_主产品产量（千克）","露地大白菜_人工成本（元）","露地大白菜_土地成本（元）","露地大白菜_平均出售价格（元）","露地大白菜_物质与服务费用（元）","露地茄子_主产品产量（千克）","露地茄子_人工成本（元）","露地茄子_土地成本（元）","露地茄子_平均出售价格（元）","露地茄子_物质与服务费用（元）","露地菜椒_主产品产量（千克）","露地菜椒_人工成本（元）","露地菜椒_土地成本（元）","露地菜椒_平均出售价格（元）","露地菜椒_物质与服务费用（元）","露地菜花_主产品产量（千克）","露地菜花_人工成本（元）","露地菜花_土地成本（元）","露地菜花_平均出售价格（元）","露地菜花_物质与服务费用（元）","露地萝卜_主产品产量（千克）","露地萝卜_人工成本（元）","露地萝卜_土地成本（元）","露地萝卜_平均出售价格（元）","露地萝卜_物质与服务费用（元）","露地西红柿_主产品产量（千克）","露地西红柿_人工成本（元）","露地西红柿_土地成本（元）","露地西红柿_平均出售价格（元）","露地西红柿_物质与服务费用（元）","露地豆角_主产品产量（千克）","露地豆角_人工成本（元）","露地豆角_土地成本（元）","露地豆角_平均出售价格（元）","露地豆角_物质与服务费用（元）","露地马铃薯_主产品产量（千克）","露地马铃薯_人工成本（元）","露地马铃薯_土地成本（元）","露地马铃薯_平均出售价格（元）","露地马铃薯_物质与服务费用（元）","露地黄瓜_主产品产量（千克）","露地黄瓜_人工成本（元）","露地黄瓜_土地成本（元）","露地黄瓜_平均出售价格（元）","露地黄瓜_物质与服务费用（元）","农作物总播种面积（千公顷）","国有农场耕地面积（千公顷）","大豆播种面积（千公顷）","小麦播种面积（千公顷）","玉米播种面积（千公顷）","稻谷播种面积（千公顷）","耕地面积（万公顷）","中籼稻_主产品产量（千克）","中籼稻_人工成本（元）","中籼稻_土地成本（元）","中籼稻_平均出售价格（元）","中籼稻_总成本（元）","中籼稻_物质与服务费用（元）","大豆_主产品产量（千克）","大豆_人工成本（元）","大豆_土地成本（元）","大豆_平均出售价格（元）","大豆_总成本（元）","大豆_物质与服务费用（元）","小麦_主产品产量（千克）","小麦_人工成本（元）","小麦_土地成本（元）","小麦_平均出售价格（元）","小麦_总成本（元）","小麦_物质与服务费用（元）","早籼稻_主产品产量（千克）","早籼稻_人工成本（元）","早籼稻_土地成本（元）","早籼稻_平均出售价格（元）","早籼稻_总成本（元）","早籼稻_物质与服务费用（元）","晚籼稻_主产品产量（千克）","晚籼稻_人工成本（元）","晚籼稻_土地成本（元）","晚籼稻_平均出售价格（元）","晚籼稻_总成本（元）","晚籼稻_物质与服务费用（元）","玉米_主产品产量（千克）","玉米_人工成本（元）","玉米_土地成本（元）","玉米_平均出售价格（元）","玉米_总成本（元）","玉米_物质与服务费用（元）","粳稻_主产品产量（千克）","粳稻_人工成本（元）","粳稻_土地成本（元）","粳稻_平均出售价格（元）","粳稻_总成本（元）","粳稻_物质与服务费用（元）","油菜籽_主产品产量（千克）","油菜籽_人工成本（元）","油菜籽_土地成本（元）","油菜籽_平均出售价格（元）","油菜籽_物质与服务费用（元）","花生_主产品产量（千克）","花生_人工成本（元）","花生_土地成本（元）","花生_平均出售价格（元）","花生_物质与服务费用（元）","柑_主产品产量（千克）","柑_人工成本（元）","柑_土地成本（元）","柑_平均出售价格（元）","柑_物质与服务费用（元）","桔_主产品产量（千克）","桔_人工成本（元）","桔_土地成本（元）","桔_平均出售价格（元）","桔_物质与服务费用（元）","苹果_主产品产量（千克）","苹果_人工成本（元）","苹果_土地成本（元）","苹果_平均出售价格（元）","苹果_物质与服务费用（元）"
"298","Gansu",2011,11.6,2.5,21.8,45,2.5,27.6,77.9,0.3,351.1,50.5,415.4,10.8,6601.6,1041.64,225.44,27.49,823.08,7506.59,1135.1,139.95,19.78,760.39,4091.67,1208.54,191.77,87.85,928.84,3009.57,1113.98,173.18,87.48,877.25,2721.62,1206.8,226.02,86,1182.17,5105.8,813.68,168.07,32.66,600.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137.67,425.44,156.43,47.23,530.04,4481.15,1440.16,185.2,59.76,958.59,4094.8,53.7,91,861.6,838.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.43,400.42,139.68,115.49,134.51,376.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.47,623.43,134.17,104.27,88.75,454.26,NA,NA,NA,NA,NA,NA,136.23,354.06,130.39,253.25,237.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.67,3000.17,107.13,229.1,935.18
"299","Gansu",2012,10.7,2.9,28.8,45.6,2.8,26.8,77.9,0.3,336.4,52,454,11.3,6057.51,1326.64,217.53,34.55,709.72,7342.09,1648.94,174.32,31.18,749.47,4222.2,1731.97,208.73,88.41,1011.58,3094.4,1747.13,178.4,99,884.12,2660.38,1660.01,239.37,76.27,1080.61,4947.42,1220.69,206.57,36.92,607.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285.56,486.63,121.76,53.97,668.56,4571.83,1947.9,220.87,68.36,1042.14,4099.8,59.3,90.7,833.9,902.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.45,530.64,153.3,114.54,133.03,403.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.17,879.23,146.15,108.72,108.55,524.47,NA,NA,NA,NA,NA,NA,151.57,561.81,119,269.52,266.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.28,4141.66,108.87,197.81,983.22
"300","Gansu",2013,NA,NA,28,NA,NA,NA,77.9,0.3,336.9,53.4,481.9,NA,6704.21,1634.65,259.43,36.76,731.51,6920.83,1411.88,235.77,33.39,738.27,4161.12,2217.41,281.56,94.74,857.39,2717.12,2117.52,300.06,120.92,844.17,2522.87,2039.39,286.15,138.61,988.88,4771.54,1426.78,243.48,46.07,619.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544.02,689.32,172.62,65.13,663.5,5616.19,2598.28,218.55,86.46,978.62,4155.9,63.7,90.6,811.7,976.1,5.3,537.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.98,575.1,134,122.79,185.66,371.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.01,1051.45,146.71,106.34,129.39,567.99,NA,NA,NA,NA,NA,NA,133.04,588.79,141.55,275.56,287.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2090.45,5057.06,115.99,198.24,1450.75
"301","Gansu",2014,NA,NA,34.8,NA,NA,NA,75.2,0.1,329,50.1,506.9,NA,6879.01,1639.33,302.71,26.21,703.73,6979.89,1584.42,233.82,28.44,700.52,4166.76,2449.84,301.3,71.73,884.36,2717.55,2231.26,311.31,68.58,795.61,2580.33,2011.78,242.12,62.45,933.12,4638.07,1448.27,289.75,38.37,575.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825.93,855.02,201.45,48.27,722.33,6375.66,2903.01,225.96,63.73,1025.82,4197.5,65.2,88.2,792.5,1000.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.76,628.28,135.87,123.76,170.56,404.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.99,1098.46,188.18,114.82,141.72,557.71,NA,NA,NA,NA,NA,NA,162.92,679.72,138.19,287.95,301.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.52,5498.47,155.3,266.6,1485.24
"302","Gansu",2015,NA,NA,30.7,NA,NA,NA,75.2,0.1,320.2,50.3,527.2,NA,6778.33,1697.59,301.87,40.99,718.52,7458.64,1618.11,259.02,30.29,729.7,3907.31,2515.73,290.91,89.52,821.2,2800.92,2441.48,317.88,94.62,828.06,2676.6,2102.1,244.28,100.04,939.69,4750.41,1531.61,315.57,43.54,619.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810.89,896.9,207.26,54.32,758.14,6385.52,3136.46,235.13,65.97,1061.87,4229.3,65.5,82.3,794.8,1014.2,4.5,537.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.99,603.62,143.48,104.07,174.71,413.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.49,1110.23,197.97,94.28,139.52,565.15,NA,NA,NA,NA,NA,NA,161.71,636.64,161.6,247.2,308.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2314.51,5718.51,159.67,232.74,1754.56
"303","Gansu",2016,NA,NA,34.2,NA,NA,NA,75.2,0.1,358.6,44.7,323.5,NA,7183.04,1924.2146,318.81,33.62,820.92,7514.84,1649.8966,270.62,42.27,775.28,3865.09,2614.336,315.03,76.15,842.75,2925.19,2527.517,330.83,97.12,826.41,2353.85,2315.5846,250.25,76.96,1006.33,4768.59,1642.1636,334.31,45.62,710.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517.94,870.6078,206.87,52.06,781.14,6297.22,3179.1584,240.19,78.15,1047.49,3749.2,67.3,64.1,774.7,1056.7,4.2,537.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.31,578.1526,146.17,105.82,174.37,417.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.23,1130.725,203.24,84.92,165.3,548.86,NA,NA,NA,NA,NA,NA,149.58,643.0472,152.82,228.72,306.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.19,5661.4454,157.64,182.74,1713.8
"304","Gansu",2017,NA,NA,30.5,NA,NA,NA,75.1,0.1,346.5,51.2,337,NA,6334.62,2084.3822,324.04,31.91,937.03,7562.4,1708.2867,271.76,33,817.41,3724.51,2617.2345,330.21,86.03,831.68,2819.54,2582.6649,345.09,99.33,835.75,2346.97,2241.4563,245.57,84.56,977.32,4741.34,1677.2904,334.49,52.19,752.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735.93,872.2633,204.42,49.65,799.66,6488.08,3305.8842,252.98,75.8,1041.76,3752,69.6,64.4,766.5,1041,4,537.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.99,560.4124,150.45,113.14,187.45,420.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.78,1077.3308,203.73,90.91,163.78,542.95,NA,NA,NA,NA,NA,NA,139.52,604.0971,130.16,246.58,302.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.61,5383.889,155.49,194.6,1842.42
"305","Gansu",2018,NA,NA,35.2,NA,NA,NA,NA,NA,325.8,54.7,352.6,NA,6196.41,2028.36,301.81,43.49,963.03,7015.54,1697.12,257.03,40.98,763.41,3562.39,2484.31,369.16,84.11,1033.89,2314.76,2485.15,332.88,125.37,867.97,2285.75,2242.37,239.32,145.74,961.34,4891.26,1654.34,337.82,58.95,651.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.4,865.91,194.22,45.1,827.86,6105.51,3308.76,255.43,82.72,1147.91,3773.6,68.9,45,775.6,1012.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.29,557.55,148.78,112.88,197.69,432.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.36,1085.5,201.7,90.73,131.5,563.07,NA,NA,NA,NA,NA,NA,120.23,613.83,123.47,244.83,304.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499.74,5074.67,155.66,284.7,1704.74
"306","Gansu",2019,NA,NA,35.3,NA,NA,NA,72,0.1,290,63.9,381.3,NA,5903.16,2040.9,280.87,22,970.54,6557.11,1670.5,288.97,31.1,745.75,3877.36,2483.6,372.56,82.79,1079.63,2729.81,2490.59,340.16,114.72,875.45,2357.75,2352.99,257.96,107.88,997.09,4820.79,1659.62,356.26,52.99,657.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762.62,867.06,182.42,52.05,795.73,4961.96,3376.77,257.62,80.78,1153.4,3831.6,69.3,41.4,739.9,987.9,3.6,520.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.97,546.72,157.72,109.51,181.84,432.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.82,1099.95,212.87,91.87,121.87,567.55,NA,NA,NA,NA,NA,NA,144.78,643.19,125.74,249.72,310.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210.42,4995.2,158.76,155.88,2061.1
"307","Gansu",2020,NA,NA,33.2,NA,NA,NA,NA,NA,276.1,70.6,401.8,NA,5700.93,2066.6,281.4,53.8,857.18,7238.04,1764.07,277.13,41.72,750.53,3582.78,2557.91,350.98,98.57,1055.3,3100.48,2591.84,338.8,131.31,954.8,2572.02,2404.58,267.48,138.36,985.86,5029.88,1693.06,348.86,69.35,676.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948.99,832.11,187.96,55.04,802.86,5474.77,3555.88,254.95,112.16,1239.88,3931.8,70.6,47,708.7,1000.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.21,548.91,165.83,118.25,179.77,442.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735.32,1023.3,204.86,118.55,119.26,574.3,NA,NA,NA,NA,NA,NA,156.82,639.84,126.16,281.65,315.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812.46,3662.76,156.67,222.63,2063.51
"308","Gansu",2021,NA,NA,36.1,NA,NA,NA,NA,NA,262.7,81.9,434.1,NA,5291.3,2146.78,326.33,43.4,927.42,6424.42,1813.3,274.51,55.58,875.56,4099.46,2662.37,366.98,94.38,1093.76,3525.94,2809.52,348.42,114.45,1152.72,2594.96,2585.47,271.77,126.93,1141.88,5202.74,1759.54,349.81,63.71,682.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846.68,925.48,180.55,57.41,917.24,5642.57,3696.3,250.73,112.84,1391.38,3997.9,71.3,47.5,711.3,1051.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.41,558.03,170.05,131.03,180.39,461.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741.75,1042.99,210.92,130.37,121.74,600.88,NA,NA,NA,NA,NA,NA,142.55,587.58,142.83,329.92,330.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679.42,3456.38,156.36,178.43,1788.15
"309","Guizhou",2000,21.41,1.36,1.8,34.01,0.21,39.73,NA,NA,512.7,14.9,355.4,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696.7,2,141,567.4,727.3,750.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Guizhou",2001,20.17,1.58,1.8,34.48,0.31,39.84,NA,NA,498,16.8,372.3,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4650.7,2.1,139.2,520.5,721.8,750,NA,473.2,NA,NA,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,52.63,NA,NA,NA,NA,NA,NA,NA,NA,109.8,NA,NA,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Guizhou",2002,19.67,1.66,1.7,35.33,0.26,39.42,NA,NA,504.7,19.1,390.2,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4645.4,2,136.4,498.4,703.8,734.6,NA,353.7,NA,NA,57.25,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,59.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.3,NA,NA,57.75,NA,NA,NA,NA,NA,NA,NA,NA,112.4,NA,NA,92.12,NA,117,NA,NA,158.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Guizhou",2003,18.62,1.55,3.1,36.69,0.24,39.2,NA,NA,501.8,21,414.9,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4634.2,1.9,128.7,474.3,686.3,720.5,NA,428.6,NA,NA,58.89,NA,NA,NA,NA,NA,NA,NA,NA,121.2,NA,NA,63.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.4,NA,NA,59.36,NA,NA,NA,NA,NA,NA,NA,NA,104.4,NA,NA,113.96,NA,127.1,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Guizhou",2004,17.35,1.39,3.3,37.8,0.48,38.95,NA,NA,531.6,21.6,443.3,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4695,2,131.1,429.2,706.5,716.5,NA,465.3,330.62,37.65,79.01,68.79,304.03,NA,NA,NA,NA,NA,NA,139.2,161.53,28.49,73.49,111.96,140.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.8,224.06,36.21,68.45,66.02,225.08,NA,NA,NA,NA,NA,NA,121.5,175.45,31.82,131.31,147.82,106.7,101.38,30.94,200.61,112.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Guizhou",2005,14.48,1.68,3.3,41.14,0.49,38.29,NA,NA,555.8,23,473.3,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4804.1,2,130.7,410.6,719.5,721.7,NA,478.6,374.4,38.47,76.42,64.99,237.86,NA,NA,NA,NA,NA,NA,114.8,196.55,27.71,68.63,126.63,101.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.7,236.92,32.88,62.6,62.79,175.64,NA,NA,NA,NA,NA,NA,109,188.87,34.2,105.22,107.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Guizhou",2006,14.5,1.54,2.6,41.67,0.61,37.43,NA,NA,430.8,26,494.5,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4449.4,2.2,121.9,243.9,734.9,679.5,NA,460.8,379.29,39.32,79.18,67.89,234.19,NA,NA,NA,NA,NA,NA,122.1,176.64,31.59,72.13,119.52,107.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,232.85,40.3,67.31,69.9,183.96,NA,NA,NA,NA,NA,NA,115.1,195.33,33.81,114.99,120.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Guizhou",2007,14.09,1.74,1.9,42.45,0.66,36.23,67.6,31.9,433.1,26.5,527.9,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4464.5,2.1,121.3,242.7,731.2,676.2,NA,482.1,407.52,40.5,88.68,68.68,239.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.6,270.28,39.67,75.5,67.06,186.97,NA,NA,NA,NA,NA,NA,117.8,217.92,37.82,193.68,131.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Guizhou",2008,13.1,1.8,2,43.3,0.7,35.8,67.7,31.8,455.1,27.5,558.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4619.4,2.1,125.7,262.4,734.6,691.1,NA,485.6,430.38,76.68,92.1,76.75,267.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.4,292.07,42.97,76.88,70.1,207.01,NA,NA,NA,NA,NA,NA,92.8,244.92,45.25,276,141.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Guizhou",2009,12.9,1.8,2,42.6,0.8,35.9,67.7,31.8,513.1,25.8,599.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4780.7,2.1,131.9,262.9,751.5,698.2,NA,484.66,467.88,80.61,107.29,81.39,267.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,343.29,43.62,97.93,80.59,210.72,NA,NA,NA,NA,NA,NA,106.89,244.3,45.46,180.82,144.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Guizhou",2010,12.3,1.9,2,42.6,0.9,35.7,67.7,31.8,529.1,25.1,647.9,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889.1,2,131.8,260.8,781.1,695.8,NA,486.29,572.54,87.54,119.17,95.48,296.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.09,421.81,46.36,116.97,95.5,231.21,NA,NA,NA,NA,NA,NA,90.84,313.72,47.1,200.86,151.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Guizhou",2011,10.2,1.7,2,43.9,1.4,38.8,67.7,31.8,536.1,25.1,708.5,3.9,2032.8,1054.93,174.84,72.18,724.78,3699.01,759.76,142.77,51.16,579.83,2484.75,1268.22,217.46,107.69,665.82,1668.58,1096.27,149.17,108.73,607.41,NA,NA,NA,NA,NA,3277.38,696.72,149.72,67.58,435.14,3368.07,1816.72,200.36,85.93,1431.94,1306.97,1224.64,145.73,196.13,673.74,2022.93,427.6,155.76,47.58,961.9,2618.04,895.75,154.86,78,1202.41,5021.2,1.8,131.3,257.6,787.8,681.5,NA,361.76,730.36,109.14,145.95,159.09,344.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.88,523.22,62.99,118.63,178.59,262.71,NA,NA,NA,NA,NA,NA,106.61,383.74,52.58,224.53,162.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Guizhou",2012,10.4,2,2,43.7,1.6,38.1,67.7,31.8,547.5,26.6,774.3,4.3,2589.62,1064.48,126.67,87.98,586.75,3495.63,1322.29,156.4,50.59,701.33,1827.73,1581.7,150.14,119.35,630.51,2182.89,1386.1,147.06,112.06,613.62,NA,NA,NA,NA,NA,3065.07,1027.29,154.85,68.1,418.04,3098.51,2312.91,149.63,123.42,1124.69,1643.25,1763.81,157.1,226.17,753.37,1262.08,669.14,206.35,71.21,953.69,2459.97,1877.94,155.34,112.42,902.61,5182.9,1.7,133.8,259.8,775.2,683,NA,491.67,952.52,124.04,144.45,141.81,349.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.06,735.37,94.51,128.95,145.67,293.42,NA,NA,NA,NA,NA,NA,117.57,506,62.5,242.4,198.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
